,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
0,754,137,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-03 14:01:13,,,,0,,,caipu/301001.jpg,1248
1,753,137,609970,,,麻辣小龙虾,0,1,99,,2016-08-03 14:01:47,,,,0,,,caipu/101006.jpg,1248
2,758,137,609945,,,农夫山泉NFC果汁100%橙汁,0,1,6,,2016-08-03 14:02:11,,,,0,,,caipu/404001.jpg,1248
3,755,137,609992,,,番茄炖牛腩,0,1,35,,2016-08-03 14:02:37,,,,0,,,caipu/201002.jpg,1248
4,759,137,610010,,,白饭/小碗,0,4,1,,2016-08-03 14:04:55,,,,0,,,caipu/601004.jpg,1248
5,760,137,609953,,,凉拌菠菜,0,1,27,,2016-08-03 14:05:09,,,,0,,,caipu/303004.jpg,1248
6,831,162,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-15 11:17:25,,,,0,,,caipu/101001.jpg,1538
7,832,162,609970,,,麻辣小龙虾,0,1,99,,2016-08-15 11:19:58,,,,0,,,caipu/101006.jpg,1538
8,833,162,609961,,,姜葱炒花蟹,0,2,45,,2016-08-15 11:22:44,,,,0,,,caipu/102001.jpg,1538
9,834,162,609944,,,水煮鱼,0,1,65,,2016-08-15 11:24:49,,,,0,,,caipu/103005.jpg,1538
10,835,162,609707,,,百里香奶油烤紅酒牛肉,0,1,178,,2016-08-15 11:25:15,,,,0,,,caipu/201001.jpg,1538
11,838,162,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-15 11:26:04,,,,0,,,caipu/302001.jpg,1538
12,837,162,610048,,,拌土豆丝,0,1,25,,2016-08-15 11:26:19,,,,0,,,caipu/301002.jpg,1538
13,836,162,609931,,,焖猪手,0,1,58,,2016-08-15 11:26:36,,,,0,,,caipu/203002.jpg,1538
14,839,162,610072,,,53度茅台,0,1,128,,2016-08-15 11:27:34,,,,0,,,caipu/401005.jpg,1538
15,840,162,610036,,,路易拉菲红酒干红,0,1,158,,2016-08-15 11:28:14,,,,0,,,caipu/402005.jpg,1538
16,841,162,609949,,,意文柠檬汁,0,1,13,,2016-08-15 11:30:43,,,,0,,,caipu/404005.jpg,1538
17,842,162,610053,,,蛋挞,0,2,8,,2016-08-15 11:31:29,,,,0,,,caipu/501002.jpg,1538
18,843,162,610052,,,黄油曲奇饼干,0,2,16,,2016-08-15 11:32:43,,,,0,,,caipu/501001.jpg,1538
19,845,162,610011,,,白饭/大碗,0,1,10,,2016-08-15 11:33:11,,,,0,,,caipu/601005.jpg,1538
20,849,162,609939,,,香菇鸡肉粥,0,1,15,,2016-08-15 11:35:27,,,,0,,,caipu/602005.jpg,1538
21,844,163,609970,,,麻辣小龙虾,0,1,99,,2016-08-25 12:17:16,,,,0,,,caipu/101006.jpg,988
22,846,163,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-25 12:24:34,,,,0,,,caipu/302001.jpg,988
23,847,163,609953,,,凉拌菠菜,0,1,27,,2016-08-25 12:25:43,,,,0,,,caipu/303004.jpg,988
24,848,163,609986,,,哈尔滨啤酒罐装,0,6,7,,2016-08-25 12:26:17,,,,0,,,caipu/403001.jpg,988
25,850,163,610011,,,白饭/大碗,0,1,10,,2016-08-25 12:33:04,,,,0,,,caipu/601005.jpg,988
26,852,165,609966,,,芝士烩波士顿龙虾,0,2,175,,2016-08-09 12:47:08,,,,0,,,caipu/101001.jpg,1097
27,853,165,609941,,,清蒸海鱼,0,1,78,,2016-08-09 12:47:17,,,,0,,,caipu/103002.jpg,1097
28,858,165,609707,,,百里香奶油烤紅酒牛肉,0,1,178,,2016-08-09 12:47:36,,,,0,,,caipu/201001.jpg,1097
29,854,165,609942,,,辣炒鱿鱼,0,1,58,,2016-08-09 12:47:58,,,,0,,,caipu/103003.jpg,1097
30,859,165,609932,,,爆炒猪肝,0,1,68,,2016-08-09 12:48:36,,,,0,,,caipu/203003.jpg,1097
31,860,165,610023,,,啤酒鸭,0,1,48,,2016-08-09 12:49:15,,,,0,,,caipu/204006.jpg,1097
32,861,165,609983,,,干锅田鸡,0,1,88,,2016-08-09 12:50:24,,,,0,,,caipu/205003.jpg,1097
33,862,165,610025,,,番茄蛋汤,0,1,25,,2016-08-09 12:52:41,,,,0,,,caipu/204008.jpg,1097
34,863,165,610029,,,黄花菜炒木耳,0,1,35,,2016-08-09 12:54:18,,,,0,,,caipu/304003.jpg,1097
35,864,165,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-09 12:54:29,,,,0,,,caipu/301001.jpg,1097
36,865,165,610051,,,凉拌萝卜丝,0,1,20,,2016-08-09 12:55:15,,,,0,,,caipu/301005.jpg,1097
37,867,165,610068,,,38度剑南春,0,1,80,,2016-08-09 12:55:18,,,,0,,,caipu/401001.jpg,1097
38,868,165,609987,,,蓝带啤酒罐装,0,2,9,,2016-08-09 12:56:24,,,,0,,,caipu/403002.jpg,1097
39,869,165,610002,,,老式面包,0,1,19,,2016-08-09 12:56:29,,,,0,,,caipu/503001.jpg,1097
40,871,165,609975,,,一品香酥藕,0,1,10,,2016-08-09 12:57:08,,,,0,,,caipu/502005.jpg,1097
41,870,165,610005,,,牛奶卷,0,1,17,,2016-08-09 12:57:56,,,,0,,,caipu/503004.jpg,1097
42,873,165,610011,,,白饭/大碗,0,2,10,,2016-08-09 12:58:17,,,,0,,,caipu/601005.jpg,1097
43,872,165,610055,,,葡萄奶酥(超酥香的饼干),0,1,9,,2016-08-09 12:58:30,,,,0,,,caipu/501004.jpg,1097
44,857,166,609944,,,水煮鱼,0,1,65,,2016-08-02 11:24:15,,,,0,,,caipu/103005.jpg,986
45,856,166,609965,,,葱姜炒蟹,0,1,109,,2016-08-02 11:24:27,,,,0,,,caipu/102005.jpg,986
46,866,166,610023,,,啤酒鸭,0,1,48,,2016-08-02 11:24:47,,,,0,,,caipu/204006.jpg,986
47,874,166,609988,,,百威啤酒罐装,0,2,6,,2016-08-02 11:25:15,,,,0,,,caipu/403003.jpg,986
48,883,166,609971,,,大理石奶油蛋糕,0,2,13,,2016-08-02 11:30:16,,,,0,,,caipu/502001.jpg,986
49,875,167,609995,,,党参黄芪炖牛尾,0,1,35,,2016-08-24 13:43:52,,,,0,,,caipu/201005.jpg,988
50,876,167,609985,,,三色凉拌手撕兔,0,1,66,,2016-08-24 13:44:42,,,,0,,,caipu/205005.jpg,988
51,877,167,610019,,,白斩鸡,0,1,88,,2016-08-24 13:45:59,,,,0,,,caipu/204002.jpg,988
52,878,167,610021,,,爆炒鸡翅,0,1,56,,2016-08-24 13:48:05,,,,0,,,caipu/204004.jpg,988
53,879,167,610027,,,清炒菊花菜,0,1,30,,2016-08-24 13:52:42,,,,0,,,caipu/304001.jpg,988
54,880,167,610028,,,培根花菜,0,1,35,,2016-08-24 13:53:18,,,,0,,,caipu/304002.jpg,988
55,881,167,609947,,,北冰洋汽水,0,4,5,,2016-08-24 13:53:24,,,,0,,,caipu/404003.jpg,988
56,882,167,610002,,,老式面包,0,1,19,,2016-08-24 13:54:32,,,,0,,,caipu/503001.jpg,988
57,884,167,610011,,,白饭/大碗,0,2,10,,2016-08-24 13:57:53,,,,0,,,caipu/601005.jpg,988
58,886,168,609966,,,芝士烩波士顿龙虾,0,2,175,,2016-08-30 12:10:45,,,,0,,,caipu/101001.jpg,990
59,887,168,609953,,,凉拌菠菜,0,1,27,,2016-08-30 12:11:16,,,,0,,,caipu/303004.jpg,990
60,888,168,609972,,,核桃葡萄干土司,0,1,19,,2016-08-30 12:12:53,,,,0,,,caipu/502002.jpg,990
61,916,168,609962,,,倒立蒸梭子蟹,0,4,169,,2016-08-30 12:13:27,,,,0,,,caipu/102002.jpg,990
62,927,168,610050,,,番茄甘蓝,0,1,33,,2016-08-30 12:19:25,,,,0,,,caipu/301004.jpg,990
63,894,170,609955,,,红酒炖羊肉,0,1,108,,2016-08-12 13:33:28,,,,0,,,caipu/202001.jpg,1539
64,890,170,609942,,,辣炒鱿鱼,0,1,58,,2016-08-12 13:33:46,,,,0,,,caipu/103003.jpg,1539
65,889,170,609961,,,姜葱炒花蟹,0,1,45,,2016-08-12 13:33:58,,,,0,,,caipu/102001.jpg,1539
66,899,170,609953,,,凉拌菠菜,0,1,27,,2016-08-12 13:35:05,,,,0,,,caipu/303004.jpg,1539
67,896,170,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-12 13:35:19,,,,0,,,caipu/205001.jpg,1539
68,897,170,610029,,,黄花菜炒木耳,0,1,35,,2016-08-12 13:35:50,,,,0,,,caipu/304003.jpg,1539
69,900,170,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016-08-12 13:36:07,,,,0,,,caipu/402004.jpg,1539
70,902,170,610053,,,蛋挞,0,1,8,,2016-08-12 13:36:22,,,,0,,,caipu/501002.jpg,1539
71,904,170,610009,,,黑米恋上葡萄,0,1,33,,2016-08-12 13:36:34,,,,0,,,caipu/601003.jpg,1539
72,901,170,610052,,,黄油曲奇饼干,0,1,16,,2016-08-12 13:36:42,,,,0,,,caipu/501001.jpg,1539
73,905,170,609936,,,皮蛋瘦肉粥,0,1,16,,2016-08-12 13:37:25,,,,0,,,caipu/602002.jpg,1539
74,906,170,610011,,,白饭/大碗,0,1,10,,2016-08-12 13:39:36,,,,0,,,caipu/601005.jpg,1539
75,891,171,609968,,,油焖麻辣虾,0,1,65,,2016-08-02 13:51:18,,,,0,,,caipu/101003.jpg,1463
76,892,171,610063,,,蒜香辣花甲,0,1,45,,2016-08-02 13:55:12,,,,0,,,caipu/104002.jpg,1463
77,893,171,610062,,,蒜蓉生蚝,0,1,49,,2016-08-02 13:55:27,,,,0,,,caipu/104001.jpg,1463
78,895,171,610030,,,番茄有机花菜,0,1,32,,2016-08-02 13:57:34,,,,0,,,caipu/304004.jpg,1463
79,898,171,609946,,,谷稻小庄,0,1,38,,2016-08-02 13:59:08,,,,0,,,caipu/404002.jpg,1463
80,903,171,610011,,,白饭/大碗,0,1,10,,2016-08-02 13:59:15,,,,0,,,caipu/601005.jpg,1463
81,908,171,609937,,,冰糖红豆薏米粥,0,4,15,,2016-08-02 14:00:06,,,,0,,,caipu/602003.jpg,1463
82,907,172,609968,,,油焖麻辣虾,0,1,65,,2016-08-16 13:56:28,,,,0,,,caipu/101003.jpg,1590
83,909,172,610040,,,海带结豆腐汤,0,1,30,,2016-08-16 13:57:49,,,,0,,,caipu/105004.jpg,1590
84,911,172,609953,,,凉拌菠菜,0,1,27,,2016-08-16 13:59:04,,,,0,,,caipu/303004.jpg,1590
85,912,172,610049,,,爆炒双丝,0,1,35,,2016-08-16 13:59:50,,,,0,,,caipu/301003.jpg,1590
86,910,172,609991,,,香烤牛排,0,1,55,,2016-08-16 13:59:57,,,,0,,,caipu/201001.jpg,1590
87,914,172,610010,,,白饭/小碗,0,1,1,,2016-08-16 14:05:22,,,,0,,,caipu/601004.jpg,1590
88,913,172,609938,,,小米南瓜粥,0,1,13,,2016-08-16 14:05:29,,,,0,,,caipu/602004.jpg,1590
89,915,172,610006,,,咖啡奶香面包,0,1,16,,2016-08-16 14:08:15,,,,0,,,caipu/503005.jpg,1590
90,917,173,609970,,,麻辣小龙虾,0,1,99,,2016-08-15 12:12:44,,,,0,,,caipu/101006.jpg,1486
91,919,173,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-15 12:15:11,,,,0,,,caipu/302001.jpg,1486
92,918,173,609931,,,焖猪手,0,1,58,,2016-08-15 12:15:21,,,,0,,,caipu/203002.jpg,1486
93,920,173,610015,,,葱油凉拌藕片,0,1,30,,2016-08-15 12:17:22,,,,0,,,caipu/302004.jpg,1486
94,921,173,609988,,,百威啤酒罐装,0,6,6,,2016-08-15 12:17:22,,,,0,,,caipu/403003.jpg,1486
